RecordNumber,Zipcode,ZipCodeType,City,State,Lat,Long,Country
3955,2675,STANDARD,YARMOUTH PORT,MA,41.7,-70.22,US
3956,2675,STANDARD,YARMOUTH,MA,41.7,-70.22,US
3957,2675,STANDARD,YARMOUTHPORT,MA,41.7,-70.22,US
3958,2364,STANDARD,KINGSTON,MA,41.99,-70.71,US
3959,2364,STANDARD,ROCKY NOOK,MA,41.99,-70.71,US
3960,2364,STANDARD,SILVER LAKE,MA,41.99,-70.71,US
3961,2347,STANDARD,LAKEVILLE,MA,41.85,-70.95,US
3962,2347,STANDARD,MIDDLEBORO,MA,41.85,-70.95,US
3963,4406,STANDARD,ABBOT,ME,45.18,-69.45,US
3964,4406,STANDARD,BLANCHARD TWP,ME,45.18,-69.45,US
3965,4001,STANDARD,ACTON,ME,43.53,-70.91,US
3966,4606,STANDARD,ADDISON,ME,45.08,-67.46,US
3967,4910,STANDARD,ALBION,ME,44.53,-69.44,US
3968,4002,STANDARD,ALFRED,ME,43.47,-70.71,US
3969,4002,STANDARD,LYMAN,ME,43.47,-70.71,US
3970,4535,STANDARD,ALNA,ME,44.1,-69.6,US
3971,4216,STANDARD,ANDOVER,ME,44.63,-70.75,US
3972,4911,STANDARD,ANSON,ME,44.79,-69.88,US
3973,4911,STANDARD,STARKS,ME,44.79,-69.88,US
3974,4732,STANDARD,ASHLAND,ME,46.63,-68.4,US
3975,4732,STANDARD,GARFIELD PLT,ME,46.63,-68.4,US
3976,4732,STANDARD,MASARDIS,ME,46.63,-68.4,US
3977,4732,STANDARD,NASHVILLE PLT,ME,46.63,-68.4,US
3978,4912,STANDARD,ATHENS,ME,44.92,-69.67,US
3979,4912,STANDARD,BRIGHTON PLT,ME,44.92,-69.67,US
3980,4210,STANDARD,AUBURN,ME,44.08,-70.24,US
3983,4330,STANDARD,AUGUSTA,ME,44.33,-69.72,US
3984,4330,STANDARD,CHELSEA,ME,44.33,-69.72,US
3985,4330,STANDARD,SIDNEY,ME,44.33,-69.72,US
3986,4330,STANDARD,TOGUS,ME,44.33,-69.72,US
3993,4408,STANDARD,AURORA,ME,44.85,-68.32,US
3994,4408,STANDARD,GREAT POND,ME,44.85,-68.32,US
3995,4003,STANDARD,BAILEY ISLAND,ME,43.73,-69.99,US
3996,4401,STANDARD,BANGOR,ME,44.83,-68.78,US
3997,4401,STANDARD,GLENBURN,ME,44.83,-68.78,US
3998,4401,STANDARD,HERMON,ME,44.83,-68.78,US
3999,4401,STANDARD,VEAZIE,ME,44.83,-68.78,US
4001,4609,STANDARD,BAR HARBOR,ME,44.38,-68.21,US
4004,4653,STANDARD,BASS HARBOR,ME,44.15,-68.43,US
4005,4530,STANDARD,BATH,ME,43.93,-69.83,US
4006,4530,STANDARD,ARROWSIC,ME,43.93,-69.83,US
4007,4530,STANDARD,WEST BATH,ME,43.93,-69.83,US
4009,4915,STANDARD,BELFAST,ME,44.42,-69.02,US
4010,4915,STANDARD,SWANVILLE,ME,44.42,-69.02,US
4011,4915,STANDARD,WALDO,ME,44.42,-69.02,US
4012,4917,STANDARD,BELGRADE,ME,44.44,-69.83,US
4013,4918,STANDARD,BELGRADE LAKES,ME,44.51,-69.84,US
4014,4918,STANDARD,BELGRADE LKS,ME,44.51,-69.84,US
4015,4733,STANDARD,BENEDICTA,ME,45.8,-68.41,US
4016,4612,STANDARD,BERNARD,ME,44.24,-68.35,US
4017,4612,STANDARD,WEST TREMONT,ME,44.24,-68.35,US
4018,3901,STANDARD,BERWICK,ME,43.26,-70.86,US
4019,4217,STANDARD,BETHEL,ME,44.4,-70.79,US
4020,4217,STANDARD,ALBANY TWP,ME,44.4,-70.79,US
4021,4217,STANDARD,GILEAD,ME,44.4,-70.79,US
4022,4217,STANDARD,MASON TWP,ME,44.4,-70.79,US
4025,4005,STANDARD,BIDDEFORD,ME,43.46,-70.44,US
4026,4005,STANDARD,DAYTON,ME,43.46,-70.44,US
4030,4920,STANDARD,BINGHAM,ME,45.05,-69.87,US
4031,4920,STANDARD,CONCORD TWP,ME,45.05,-69.87,US
4032,4920,STANDARD,MOSCOW,ME,45.05,-69.87,US
4033,4920,STANDARD,PLEASANT RIDGE PLT,ME,45.05,-69.87,US
4034,4920,STANDARD,PLSNT RDG PLT,ME,45.05,-69.87,US
4035,4613,STANDARD,BIRCH HARBOR,ME,44.38,-68.04,US
4037,4614,STANDARD,BLUE HILL,ME,44.41,-68.58,US
4041,4537,STANDARD,BOOTHBAY,ME,43.87,-69.63,US
4042,4549,STANDARD,ISLE OF SPRINGS,ME,43.89,-69.62,US
4043,4549,STANDARD,BOOTHBAY,ME,43.89,-69.62,US
4044,4549,STANDARD,IS OF SPRINGS,ME,43.89,-69.62,US
4045,4538,STANDARD,BOOTHBAY HARBOR,ME,43.85,-69.62,US
4046,4538,STANDARD,BOOTHBAY HBR,ME,43.85,-69.62,US
4047,4538,STANDARD,CAPITOL IS,ME,43.85,-69.62,US
4048,4538,STANDARD,CAPITOL ISLAND,ME,43.85,-69.62,US
4053,4008,STANDARD,BOWDOINHAM,ME,44.01,-69.89,US
4054,4410,STANDARD,BRADFORD,ME,45.06,-68.93,US
4055,4411,STANDARD,BRADLEY,ME,44.92,-68.62,US
4056,4412,STANDARD,BREWER,ME,44.77,-68.73,US
4057,4735,STANDARD,BRIDGEWATER,ME,46.42,-67.84,US
4058,4009,STANDARD,BRIDGTON,ME,44.06,-70.72,US
4059,4539,STANDARD,BRISTOL,ME,43.95,-69.5,US
4060,4616,STANDARD,BROOKLIN,ME,44.26,-68.56,US
4061,4921,STANDARD,BROOKS,ME,44.55,-69.12,US
4062,4921,STANDARD,JACKSON,ME,44.55,-69.12,US
4063,4617,STANDARD,BROOKSVILLE,ME,44.34,-68.68,US
4064,4642,STANDARD,HARBORSIDE,ME,44.33,-68.79,US
4065,4642,STANDARD,BROOKSVILLE,ME,44.33,-68.79,US
4066,4413,STANDARD,BROOKTON,ME,45.52,-67.76,US
4067,4413,STANDARD,FOREST CITY TWP,ME,45.52,-67.76,US
4068,4413,STANDARD,FOREST TWP,ME,45.52,-67.76,US
4069,4413,STANDARD,FRST CITY TWP,ME,45.52,-67.76,US
4070,4010,STANDARD,BROWNFIELD,ME,43.93,-70.9,US
4071,4414,STANDARD,BROWNVILLE,ME,45.3,-69.03,US
4072,4414,STANDARD,BARNARD TWP,ME,45.3,-69.03,US
4073,4414,STANDARD,EBEEMEE TWP,ME,45.3,-69.03,US
4074,4414,STANDARD,WILIAMSBG TWP,ME,45.3,-69.03,US
4075,4414,STANDARD,WILLIAMSBURG TWP,ME,45.3,-69.03,US
4078,4011,STANDARD,BRUNSWICK,ME,43.91,-69.96,US
4079,4011,STANDARD,BIRCH ISLAND,ME,43.91,-69.96,US
4080,4011,STANDARD,CUNDYS HARBOR,ME,43.91,-69.96,US
4081,4011,STANDARD,MERE POINT,ME,43.91,-69.96,US
4082,4011,STANDARD,NAS BRUNSWICK,ME,43.91,-69.96,US
4083,4219,STANDARD,BRYANT POND,ME,44.37,-70.64,US
4084,4219,STANDARD,MILTON TWP,ME,44.37,-70.64,US
4085,4219,STANDARD,WOODSTOCK,ME,44.37,-70.64,US
4086,4220,STANDARD,BUCKFIELD,ME,44.28,-70.36,US
4087,4220,STANDARD,HARTFORD,ME,44.28,-70.36,US
4088,4220,STANDARD,SUMNER,ME,44.28,-70.36,US
4089,4416,STANDARD,BUCKSPORT,ME,44.6,-68.79,US
4090,4416,STANDARD,VERONA ISLAND,ME,44.6,-68.79,US
4091,4417,STANDARD,BURLINGTON,ME,45.2,-68.42,US
4092,4922,STANDARD,BURNHAM,ME,44.69,-69.42,US
4093,4619,STANDARD,CALAIS,ME,45.13,-67.2,US
4094,4923,STANDARD,CAMBRIDGE,ME,45.02,-69.47,US
4095,4843,STANDARD,CAMDEN,ME,44.2,-69.06,US
4096,4847,STANDARD,HOPE,ME,44.26,-69.15,US
4097,4847,STANDARD,CAMDEN,ME,44.26,-69.15,US
4098,4924,STANDARD,CANAAN,ME,44.76,-69.56,US
4099,4221,STANDARD,CANTON,ME,44.44,-70.31,US
4100,3902,STANDARD,CAPE NEDDICK,ME,43.17,-70.61,US
4101,4925,STANDARD,CARATUNK,ME,45.23,-69.99,US
4102,4418,STANDARD,GREENBUSH,ME,45.08,-68.59,US
4103,4418,STANDARD,CARDVILLE,ME,45.08,-68.59,US
4104,4418,STANDARD,COSTIGAN,ME,45.08,-68.59,US
4105,4418,STANDARD,GREENFIELD TWP,ME,45.08,-68.59,US
4106,4418,STANDARD,GREENFLD TWP,ME,45.08,-68.59,US
4107,4418,STANDARD,OLAMON,ME,45.08,-68.59,US
4108,4736,STANDARD,CARIBOU,ME,46.86,-67.99,US
4109,4736,STANDARD,CONNOR TWP,ME,46.86,-67.99,US
4110,4736,STANDARD,WOODLAND,ME,46.86,-67.99,US
4111,4419,STANDARD,CARMEL,ME,44.79,-69.05,US
4112,4015,STANDARD,CASCO,ME,44,-70.52,US
4115,4421,STANDARD,CASTINE,ME,44.38,-68.8,US
4117,4541,STANDARD,CHAMBERLAIN,ME,43.88,-69.49,US
4118,4422,STANDARD,CHARLESTON,ME,45.08,-69.04,US
4119,4017,STANDARD,CHEBEAGUE ISLAND,ME,43.73,-70.11,US
4120,4017,STANDARD,CHEBEAGUE IS,ME,43.73,-70.11,US
4121,4622,STANDARD,CHERRYFIELD,ME,44.6,-67.92,US
4122,4622,STANDARD,BEDDINGTON,ME,44.6,-67.92,US
4123,4622,STANDARD,DEBLOIS,ME,44.6,-67.92,US
4127,4927,STANDARD,CLINTON,ME,44.63,-69.5,US
4128,4623,STANDARD,COLUMBIA FALLS,ME,44.65,-67.72,US
4129,4623,STANDARD,CENTERVILLE,ME,44.65,-67.72,US
4130,4623,STANDARD,COLUMBIA,ME,44.65,-67.72,US
4131,4623,STANDARD,COLUMBIA FLS,ME,44.65,-67.72,US
4133,4624,STANDARD,COREA,ME,44.41,-67.99,US
4134,4928,STANDARD,CORINNA,ME,44.92,-69.26,US
4135,4020,STANDARD,CORNISH,ME,43.8,-70.8,US
4139,4021,STANDARD,CUMBERLAND CENTER,ME,43.8,-70.25,US
4140,4021,STANDARD,CUMBERLAND,ME,43.8,-70.25,US
4141,4021,STANDARD,CUMBERLND CTR,ME,43.8,-70.25,US
4142,4563,STANDARD,CUSHING,ME,44.01,-69.24,US
4143,4626,STANDARD,CUTLER,ME,44.69,-67.21,US
4144,4543,STANDARD,DAMARISCOTTA,ME,44.03,-69.51,US
4145,4424,STANDARD,DANFORTH,ME,45.66,-67.86,US
4146,4424,STANDARD,WESTON,ME,45.66,-67.86,US
4147,4492,STANDARD,WAITE,ME,45.32,-67.69,US
4148,4492,STANDARD,TALMADGE,ME,45.32,-67.69,US
4150,4627,STANDARD,DEER ISLE,ME,44.22,-68.67,US
4151,4022,STANDARD,DENMARK,ME,43.97,-70.8,US
4152,4628,STANDARD,DENNYSVILLE,ME,44.9,-67.22,US
4153,4628,STANDARD,CATHANCE TWP,ME,44.9,-67.22,US
4154,4628,STANDARD,EDMUNDS TWP,ME,44.9,-67.22,US
4155,4628,STANDARD,MARION TWP,ME,44.9,-67.22,US
4156,4929,STANDARD,DETROIT,ME,44.79,-69.29,US
4157,4930,STANDARD,DEXTER,ME,45.01,-69.29,US
4158,4930,STANDARD,RIPLEY,ME,45.01,-69.29,US
4159,4224,STANDARD,DIXFIELD,ME,44.53,-70.45,US
4160,4224,STANDARD,CARTHAGE,ME,44.53,-70.45,US
4161,4932,STANDARD,DIXMONT,ME,44.68,-69.16,US
4162,4426,STANDARD,DOVER FOXCROFT,ME,45.21,-69.18,US
4163,4426,STANDARD,ATKINSON,ME,45.21,-69.18,US
4164,4426,STANDARD,BOWERBANK,ME,45.21,-69.18,US
4165,4426,STANDARD,DOVR FOXCROFT,ME,45.21,-69.18,US
4166,4426,STANDARD,DVR FOXCROFT,ME,45.21,-69.18,US
4167,4426,STANDARD,SEBEC,ME,45.21,-69.18,US
4171,4342,STANDARD,DRESDEN,ME,44.1,-69.72,US
4172,4225,STANDARD,DRYDEN,ME,44.62,-70.25,US
4173,4739,STANDARD,EAGLE LAKE,ME,47.04,-68.59,US
4174,4739,STANDARD,QUIMBY,ME,47.04,-68.59,US
4175,4739,STANDARD,WINTERVILLE PLT,ME,47.04,-68.59,US
4176,4739,STANDARD,WNTERVLLE PLT,ME,47.04,-68.59,US
4177,4226,STANDARD,EAST ANDOVER,ME,44.6,-70.72,US
4178,4024,STANDARD,EAST BALDWIN,ME,43.88,-70.69,US
4179,4544,STANDARD,EAST BOOTHBAY,ME,43.82,-69.59,US
4180,4427,STANDARD,CORINTH,ME,44.98,-69.01,US
4181,4427,STANDARD,EAST CORINTH,ME,44.98,-69.01,US
4183,4428,STANDARD,EDDINGTON,ME,44.82,-68.69,US
4184,4428,STANDARD,CLIFTON,ME,44.82,-68.69,US
4185,4429,STANDARD,HOLDEN,ME,44.75,-68.67,US
4186,4429,STANDARD,DEDHAM,ME,44.75,-68.67,US
4187,4429,STANDARD,EAST HOLDEN,ME,44.75,-68.67,US
4188,4027,STANDARD,LEBANON,ME,43.39,-70.85,US
4189,4228,STANDARD,EAST LIVERMORE,ME,44.39,-70.12,US
4190,4228,STANDARD,E LIVERMORE,ME,44.39,-70.12,US
4191,4630,STANDARD,EAST MACHIAS,ME,44.73,-67.39,US
4192,4430,STANDARD,EAST MILLINOCKET,ME,45.62,-68.57,US
4193,4430,STANDARD,E MILLINOCKET,ME,45.62,-68.57,US
4195,4740,STANDARD,EASTON,ME,46.64,-67.91,US
4200,4631,STANDARD,EASTPORT,ME,44.91,-67.01,US
4201,4029,STANDARD,SEBAGO,ME,43.89,-70.64,US
4202,4029,STANDARD,E SEBAGO,ME,43.89,-70.64,US
4203,4029,STANDARD,EAST SEBAGO,ME,43.89,-70.64,US
4204,4231,STANDARD,STONEHAM,ME,44.25,-70.81,US
4205,4231,STANDARD,E STONEHAM,ME,44.25,-70.81,US
4208,4030,STANDARD,EAST WATERBORO,ME,43.6,-70.69,US
4209,4030,STANDARD,E WATERBORO,ME,43.6,-70.69,US
4212,3903,STANDARD,ELIOT,ME,43.15,-70.8,US
4213,4605,STANDARD,ELLSWORTH,ME,44.58,-68.49,US
4214,4605,STANDARD,AMHERST,ME,44.58,-68.49,US
4215,4605,STANDARD,FLETCHERS LANDING TWP,ME,44.58,-68.49,US
4216,4605,STANDARD,FLETCHERS LDG,ME,44.58,-68.49,US
4217,4605,STANDARD,LAMOINE,ME,44.58,-68.49,US
4218,4605,STANDARD,MARIAVILLE,ME,44.58,-68.49,US
4219,4605,STANDARD,OSBORN,ME,44.58,-68.49,US
4220,4605,STANDARD,OTIS,ME,44.58,-68.49,US
4221,4605,STANDARD,TRENTON,ME,44.58,-68.49,US
4222,4605,STANDARD,WALTHAM,ME,44.58,-68.49,US
4223,4434,STANDARD,ETNA,ME,44.82,-69.11,US
4224,4936,STANDARD,EUSTIS,ME,45.21,-70.47,US
4225,4936,STANDARD,CHAIN OF PNDS,ME,45.21,-70.47,US
4226,4936,STANDARD,CHAIN OF PONDS TWP,ME,45.21,-70.47,US
4227,4936,STANDARD,COBURN GORE,ME,45.21,-70.47,US
4228,4435,STANDARD,EXETER,ME,44.97,-69.14,US
4229,4937,STANDARD,FAIRFIELD,ME,44.59,-69.6,US
4230,4938,STANDARD,FARMINGTON,ME,44.66,-70.14,US
4231,4938,STANDARD,CHESTERVILLE,ME,44.66,-70.14,US
4232,4938,STANDARD,INDUSTRY,ME,44.66,-70.14,US
4235,4742,STANDARD,FORT FAIRFIELD,ME,46.76,-67.83,US
4236,4742,STANDARD,FT FAIRFIELD,ME,46.76,-67.83,US
4237,4737,STANDARD,CLAYTON LAKE,ME,46.61,-69.52,US
4238,4737,STANDARD,ASHLAND,ME,46.61,-69.52,US
4242,4743,STANDARD,FORT KENT,ME,47.26,-68.57,US
4243,4743,STANDARD,NEW CANADA,ME,47.26,-68.57,US
4244,4743,STANDARD,ST JOHN PLT,ME,47.26,-68.57,US
4247,4438,STANDARD,FRANKFORT,ME,44.6,-68.87,US
4248,4634,STANDARD,FRANKLIN,ME,44.58,-68.23,US
4249,4634,STANDARD,EASTBROOK,ME,44.58,-68.23,US
4250,4941,STANDARD,FREEDOM,ME,44.53,-69.29,US
4251,4941,STANDARD,MONTVILLE,ME,44.53,-69.29,US
4252,4032,STANDARD,FREEPORT,ME,43.85,-70.1,US
4257,4547,STANDARD,FRIENDSHIP,ME,43.98,-69.33,US
4258,4037,STANDARD,FRYEBURG,ME,44.01,-70.97,US
4259,4037,STANDARD,N FRYEBURG,ME,44.01,-70.97,US
4260,4037,STANDARD,NORTH FRYEBURG,ME,44.01,-70.97,US
4261,4037,STANDARD,STOW,ME,44.01,-70.97,US
4262,4344,STANDARD,FARMINGDALE,ME,44.25,-69.78,US
4263,4345,STANDARD,GARDINER,ME,44.19,-69.78,US
4264,4345,STANDARD,PITTSTON,ME,44.19,-69.78,US
4265,4345,STANDARD,WEST GARDINER,ME,44.19,-69.78,US
4266,4346,STANDARD,RANDOLPH,ME,44.23,-69.75,US
4267,4939,STANDARD,GARLAND,ME,45.03,-69.16,US
4268,4548,STANDARD,GEORGETOWN,ME,43.8,-69.74,US
4269,4548,STANDARD,MAC MAHAN,ME,43.8,-69.74,US
4270,4548,STANDARD,FIVE ISLANDS,ME,43.8,-69.74,US
4271,4038,STANDARD,GORHAM,ME,43.68,-70.44,US
4272,4607,STANDARD,GOULDSBORO,ME,44.47,-68.03,US
4273,4607,STANDARD,S GOULDSBORO,ME,44.47,-68.03,US
4274,4607,STANDARD,SOUTH GOULDSBORO,ME,44.47,-68.03,US
4275,4746,STANDARD,GRAND ISLE,ME,47.3,-68.15,US
4276,4746,STANDARD,LILLE,ME,47.3,-68.15,US
4277,4039,STANDARD,GRAY,ME,43.88,-70.33,US
4278,4236,STANDARD,GREENE,ME,44.18,-70.14,US
4279,4441,STANDARD,GREENVILLE,ME,45.46,-69.59,US
4280,4441,STANDARD,BEAVER COVE,ME,45.46,-69.59,US
4281,4441,STANDARD,FRENCHTOWN TWP,ME,45.46,-69.59,US
4282,4441,STANDARD,FRENCHTWN TWP,ME,45.46,-69.59,US
4283,4441,STANDARD,LILY BAY TWP,ME,45.46,-69.59,US
4287,4442,STANDARD,GREENVILLE JUNCTION,ME,45.47,-69.69,US
4288,4442,STANDARD,GREENVLLE JCT,ME,45.47,-69.69,US
4289,4443,STANDARD,GUILFORD,ME,45.16,-69.38,US
4290,4443,STANDARD,ELIOTSVLE TWP,ME,45.16,-69.38,US
4291,4443,STANDARD,ELLIOTTSVILLE TWP,ME,45.16,-69.38,US
4292,4443,STANDARD,PARKMAN,ME,45.16,-69.38,US
4293,4443,STANDARD,WILLIMANTIC,ME,45.16,-69.38,US
4294,4347,STANDARD,HALLOWELL,ME,44.29,-69.81,US
4295,4444,STANDARD,HAMPDEN,ME,44.74,-68.83,US
4296,4444,STANDARD,NEWBURGH,ME,44.74,-68.83,US
4297,4640,STANDARD,HANCOCK,ME,44.52,-68.25,US
4298,4237,STANDARD,HANOVER,ME,44.49,-70.69,US
4299,4942,STANDARD,HARMONY,ME,44.97,-69.54,US
4300,4942,STANDARD,MAYFIELD TWP,ME,44.97,-69.54,US
4301,4942,STANDARD,WELLINGTON,ME,44.97,-69.54,US
4302,4643,STANDARD,HARRINGTON,ME,44.61,-67.81,US
4303,4040,STANDARD,HARRISON,ME,44.11,-70.67,US
4304,4040,STANDARD,SWEDEN,ME,44.11,-70.67,US
4305,4943,STANDARD,HARTLAND,ME,44.88,-69.45,US
4306,4238,STANDARD,HEBRON,ME,44.19,-70.4,US
4308,4041,STANDARD,HIRAM,ME,43.87,-70.8,US
4309,4042,STANDARD,HOLLIS CENTER,ME,43.59,-70.6,US
4310,4730,STANDARD,HOULTON,ME,46.11,-67.83,US
4311,4730,STANDARD,HAMMOND,ME,46.11,-67.83,US
4312,4730,STANDARD,HODGDON,ME,46.11,-67.83,US
4313,4730,STANDARD,LINNEUS,ME,46.11,-67.83,US
4314,4730,STANDARD,LITTLETON,ME,46.11,-67.83,US
4315,4730,STANDARD,LUDLOW,ME,46.11,-67.83,US
4318,4448,STANDARD,HOWLAND,ME,45.25,-68.66,US
4319,4448,STANDARD,EDINBURG,ME,45.25,-68.66,US
4320,4448,STANDARD,SEBOEIS PLT,ME,45.25,-68.66,US
4321,4449,STANDARD,HUDSON,ME,45,-68.88,US
4323,4747,STANDARD,ISLAND FALLS,ME,46,-68.27,US
4324,4747,STANDARD,CRYSTAL,ME,46,-68.27,US
4325,4747,STANDARD,DYER BROOK,ME,46,-68.27,US
4326,4848,STANDARD,ISLESBORO,ME,44.3,-68.9,US
4328,4945,STANDARD,JACKMAN,ME,45.62,-70.25,US
4329,4945,STANDARD,DENNISTOWN,ME,45.62,-70.25,US
4330,4945,STANDARD,JHNSN MTN TWP,ME,45.62,-70.25,US
4331,4945,STANDARD,JOHNSON MOUNTAIN TWP,ME,45.62,-70.25,US
4332,4945,STANDARD,LONG POND TWP,ME,45.62,-70.25,US
4333,4945,STANDARD,MOOSE RIVER,ME,45.62,-70.25,US
4334,4945,STANDARD,PARLIN PD TWP,ME,45.62,-70.25,US
4335,4945,STANDARD,PARLIN POND TWP,ME,45.62,-70.25,US
4336,4945,STANDARD,SANDY BAY TWP,ME,45.62,-70.25,US
4337,4239,STANDARD,JAY,ME,44.5,-70.21,US
4340,4348,STANDARD,JEFFERSON,ME,44.2,-69.45,US
4341,4348,STANDARD,SOMERVILLE,ME,44.2,-69.45,US
4342,4648,STANDARD,JONESBORO,ME,44.66,-67.57,US
4343,4649,STANDARD,JONESPORT,ME,44.53,-67.59,US
4344,4450,STANDARD,KENDUSKEAG,ME,44.91,-68.93,US
4345,4043,STANDARD,KENNEBUNK,ME,43.38,-70.54,US
4347,4046,STANDARD,KENNEBUNKPORT,ME,43.35,-70.46,US
4348,4046,STANDARD,ARUNDEL,ME,43.35,-70.46,US
4349,4349,STANDARD,KENTS HILL,ME,44.43,-70.07,US
4350,4349,STANDARD,FAYETTE,ME,44.43,-70.07,US
4351,4047,STANDARD,PARSONSFIELD,ME,43.72,-70.92,US
4352,4047,STANDARD,KEZAR FALLS,ME,43.72,-70.92,US
4353,4047,STANDARD,MAPLEWOOD,ME,43.72,-70.92,US
4354,4947,STANDARD,KINGFIELD,ME,44.95,-70.15,US
4355,4947,STANDARD,CARABASET VLY,ME,44.95,-70.15,US
4356,4947,STANDARD,CARRABASSETT VALLEY,ME,44.95,-70.15,US
4357,4451,STANDARD,KINGMAN,ME,45.54,-68.2,US
4358,4451,STANDARD,KINGMAN TWP,ME,45.54,-68.2,US
4359,4451,STANDARD,MACWAHOC PLT,ME,45.54,-68.2,US
4360,3904,STANDARD,KITTERY,ME,43.09,-70.73,US
4361,3905,STANDARD,KITTERY POINT,ME,43.08,-70.69,US
4362,4453,STANDARD,LAGRANGE,ME,45.16,-68.84,US
4363,4453,STANDARD,MAXFIELD,ME,45.16,-68.84,US
4364,4455,STANDARD,LEE,ME,45.36,-68.28,US
4365,4263,STANDARD,LEEDS,ME,44.3,-70.12,US
4366,4456,STANDARD,LEVANT,ME,44.86,-68.93,US
4367,4240,STANDARD,LEWISTON,ME,44.08,-70.17,US
4370,4949,STANDARD,LIBERTY,ME,44.38,-69.3,US
4371,4048,STANDARD,LIMERICK,ME,43.68,-70.79,US
4372,4750,STANDARD,LIMESTONE,ME,46.91,-67.83,US
4373,4750,STANDARD,CASWELL,ME,46.91,-67.83,US
4374,4750,STANDARD,LORING CM CTR,ME,46.91,-67.83,US
4377,4049,STANDARD,LIMINGTON,ME,43.73,-70.71,US
4378,4457,STANDARD,LINCOLN,ME,45.36,-68.5,US
4379,4457,STANDARD,CHESTER,ME,45.36,-68.5,US
4380,4457,STANDARD,LINCOLN CENTER,ME,45.36,-68.5,US
4381,4457,STANDARD,LINCOLN CNTR,ME,45.36,-68.5,US
4382,4457,STANDARD,MATTAMISC TWP,ME,45.36,-68.5,US
4383,4457,STANDARD,MATTAMISCONTIS TWP,ME,45.36,-68.5,US
4384,4457,STANDARD,WOODVILLE,ME,45.36,-68.5,US
4385,4849,STANDARD,LINCOLNVILLE,ME,44.28,-69,US
4386,4849,STANDARD,NORTHPORT,ME,44.28,-69,US
4389,4222,STANDARD,DURHAM,ME,43.92,-70.12,US
4390,4250,STANDARD,LISBON,ME,44.01,-70.12,US
4391,4252,STANDARD,LISBON FALLS,ME,44,-70.05,US
4392,4252,STANDARD,LISBON,ME,44,-70.05,US
4393,4350,STANDARD,LITCHFIELD,ME,44.13,-69.96,US
4394,4650,STANDARD,LITTLE DEER ISLE,ME,44.28,-68.71,US
4395,4650,STANDARD,LTL DEER IS,ME,44.28,-68.71,US
4396,4253,STANDARD,LIVERMORE,ME,44.33,-70.24,US
4397,4254,STANDARD,LIVERMORE FALLS,ME,44.47,-70.18,US
4398,4254,STANDARD,LIVERMORE FLS,ME,44.47,-70.18,US
4399,4255,STANDARD,GREENWOOD,ME,44.4,-70.7,US
4400,4050,STANDARD,LONG ISLAND,ME,43.69,-70.15,US
4401,4051,STANDARD,LOVELL,ME,44.12,-70.89,US
4402,4652,STANDARD,LUBEC,ME,44.79,-67.11,US
4403,4652,STANDARD,TRESCOTT TWP,ME,44.79,-67.11,US
4404,4654,STANDARD,MACHIAS,ME,44.7,-67.47,US
4405,4654,STANDARD,MARSHFIELD,ME,44.7,-67.47,US
4406,4654,STANDARD,NORTHFIELD,ME,44.7,-67.47,US
4407,4654,STANDARD,ROQUE BLUFFS,ME,44.7,-67.47,US
4408,4654,STANDARD,WHITNEYVILLE,ME,44.7,-67.47,US
4409,4686,STANDARD,WESLEY,ME,44.95,-67.66,US
4410,4686,STANDARD,MACHIAS,ME,44.95,-67.66,US
4411,4655,STANDARD,MACHIASPORT,ME,44.69,-67.39,US
4412,4655,STANDARD,BUCKS HARBOR,ME,44.69,-67.39,US
4413,4756,STANDARD,MADAWASKA,ME,47.34,-68.33,US
4414,4950,STANDARD,MADISON,ME,44.79,-69.88,US
4415,4351,STANDARD,MANCHESTER,ME,44.32,-69.86,US
4416,4757,STANDARD,MAPLETON,ME,46.68,-68.16,US
4417,4757,STANDARD,CASTLE HILL,ME,46.68,-68.16,US
4418,4757,STANDARD,CHAPMAN,ME,46.68,-68.16,US
4419,4758,STANDARD,MARS HILL,ME,46.51,-67.86,US
4421,4459,STANDARD,MATTAWAMKEAG,ME,45.51,-68.35,US
4422,4459,STANDARD,MOLUNKUS TWP,ME,45.51,-68.35,US
4423,4256,STANDARD,MECHANIC FALLS,ME,44.11,-70.39,US
4424,4256,STANDARD,MECHANIC FLS,ME,44.11,-70.39,US
4425,4657,STANDARD,MEDDYBEMPS,ME,45.03,-67.35,US
4426,4657,STANDARD,COOPER,ME,45.03,-67.35,US
4427,4551,STANDARD,BREMEN,ME,44,-69.42,US
4428,4551,STANDARD,MEDOMAK,ME,44,-69.42,US
4429,4460,STANDARD,MEDWAY,ME,45.6,-68.53,US
4430,4460,STANDARD,GRINDSTONE,ME,45.6,-68.53,US
4431,4460,STANDARD,GRINDSTONE TWP,ME,45.6,-68.53,US
4432,4460,STANDARD,SOLDIERTOWN,ME,45.6,-68.53,US
4433,4460,STANDARD,SOLDIERTOWN TWP,ME,45.6,-68.53,US
4434,4257,STANDARD,MEXICO,ME,44.56,-70.54,US
4435,4658,STANDARD,MILBRIDGE,ME,44.52,-67.88,US
4436,4461,STANDARD,MILFORD,ME,44.94,-68.64,US
4437,4462,STANDARD,MILLINOCKET,ME,45.65,-68.69,US
4438,4463,STANDARD,MILO,ME,45.25,-68.98,US
4439,4463,STANDARD,DERBY,ME,45.25,-68.98,US
4440,4463,STANDARD,LAKE VIEW PLT,ME,45.25,-68.98,US
